-0.758665781,-0.75853,-0.75822,-0.75953,0.000362699,-0.634007656,-0.63427,-0.63306,-0.63456,0.000471151,-0.105474141,-0.1055,-0.10461,-0.10614,0.0004318,-0.106469609,-0.106555,-0.10559,-0.10705,0.000389266,-0.002480684,-0.005082,0.10765,-0.16041,0.052800161,-0.00330603,-0.0040367,0.072698,-0.079404,0.031544098,0.007531646,0.0068419,0.05172,-0.030181,0.017127471,0.263418294,0.231665,2.8538,-1.8644,0.911174958,2.984194898,3.40755,5.3864,0.075417,1.387790277,-9.320390625,-9.42995,-6.2681,-12.512,1.095040108,0.057668356,0.052661185,0.162384325,0.010603199,0.028263092,9.939676209,10.07785958,12.57557656,7.117152435,0.989642229,0.99431625,0.994305856,0.994413267,0.994253097,4.18E-05
-0.958606406,-0.958595,-0.95837,-0.95896,0.000151349,0.241866953,0.24189,0.2427,0.24074,0.000498771,0.031650305,0.0316885,0.032341,0.030504,0.000508249,-0.146875547,-0.14691,-0.14587,-0.14809,0.000521176,0.004604765,0.01034375,0.28342,-0.2548,0.092308986,-0.007756781,-0.00633,0.11208,-0.13433,0.046523093,0.006206278,0.00353755,0.12915,-0.12161,0.067533023,0.121867458,0.00357148,5.1002,-3.1934,1.105945328,2.768192941,2.7501,6.685,-2.1492,1.864456852,-9.388899219,-9.4138,-2.7449,-16.928,2.123065209,0.111790005,0.101243882,0.287946796,0.020167379,0.052644874,10.08244413,10.06995024,16.98633193,5.867993297,1.826016157,0.989155259,0.989149814,0.989304647,0.988974098,7.72E-05
-0.512057344,-0.512035,-0.50944,-0.51434,0.001377471,-0.846170938,-0.84621,-0.8449,-0.84779,0.000785087,-0.129370625,-0.129405,-0.12852,-0.1303,0.000540564,-0.071081859,-0.0711395,-0.070378,-0.071535,0.000278231,0.002645663,-0.00311955,0.14192,-0.15271,0.060167534,-0.009231683,-0.0108795,0.091946,-0.10781,0.035530409,0.027989152,0.028323,0.08873,-0.015697,0.021865658,0.14971143,0.174515,1.8533,-2.593,0.756138148,2.88674457,3.03375,6.2105,-1.254,1.769791853,-9.395782812,-9.3744,-5.7442,-12.499,1.140266575,0.071089509,0.067325269,0.170918976,0.009871172,0.033906465,10.03574095,10.08228939,12.72550031,6.794325107,0.94463682,0.997470561,0.997466798,0.997515358,0.997437682,1.98E-05
-0.939169063,-0.93917,-0.93884,-0.93968,0.000227324,0.310140156,0.310115,0.31147,0.30943,0.00045304,0.038955008,0.038889,0.039799,0.037922,0.00044918,-0.142318828,-0.14251,-0.13934,-0.14437,0.001371106,0.000623955,0.0067085,0.51913,-0.40152,0.179543763,-0.002804112,0.000517815,0.13578,-0.16815,0.04669982,0.007886643,0.00585615,0.085345,-0.073414,0.032265162,0.201790516,0.317205,4.2032,-3.7934,1.472019117,2.657922327,3.00885,11.743,-5.8251,4.201410382,-9.451164062,-9.1617,-0.5591,-19.845,3.478530004,0.156050156,0.127105255,0.523568224,0.014446114,0.104811671,10.88809381,10.92568252,20.83329863,2.064233273,3.102235764,0.989819859,0.989792995,0.990242387,0.989525304,0.000197166
-0.891300547,-0.89094,-0.88673,-0.89689,0.002955317,0.428144219,0.428865,0.4374,0.41646,0.006165344,0.060056445,0.060113,0.061771,0.058247,0.000985321,-0.136460391,-0.13656,-0.13538,-0.13732,0.000541113,0.006968878,0.0101567,0.080904,-0.10407,0.044772906,0.046108589,0.047561,0.083764,0.0082314,0.01611379,-0.142385063,-0.14667,-0.063372,-0.21394,0.038489063,-0.08617125,-0.054043,0.82891,-1.2696,0.437707009,2.981497891,3.13565,4.8181,0.34207,1.137775831,-9.349988281,-9.3328,-7.449,-10.975,0.812585258,0.157865607,0.159897017,0.231538943,0.091379466,0.035393822,9.892814756,10.00562019,11.48548178,8.071708247,0.765162354,0.990645371,0.990633426,0.990796249,0.990523932,7.45E-05
0.4647125,0.4647,0.46545,0.46403,0.00031501,-0.872496172,-0.87256,-0.87206,-0.87288,0.000224738,-0.127264297,-0.127065,-0.12624,-0.1287,0.000657505,0.0812115,0.0813055,0.081804,0.080233,0.000375614,-0.007366205,-0.011663,0.27414,-0.19708,0.098251788,-0.000134498,0.0049658,0.15339,-0.13278,0.055027049,-0.006880515,-0.00135525,0.12397,-0.13539,0.052613487,0.109911472,0.165015,3.2572,-4.8798,1.544753809,2.668945148,2.6337,7.9689,-3.0727,2.280124358,-9.285242188,-9.3179,-4.0169,-16.503,2.280960478,0.112201952,0.105848135,0.276208113,0.007669876,0.053512461,10.11081346,9.966725049,16.80668909,5.211315455,1.959753347,0.996696571,0.996690314,0.996774612,0.996642256,3.08E-05
-0.402356094,-0.402395,-0.39856,-0.40575,0.00211979,-0.903141484,-0.90313,-0.90154,-0.90498,0.001012706,-0.140541484,-0.14052,-0.13986,-0.14108,0.000317899,-0.051849016,-0.0517795,-0.050994,-0.05275,0.000557028,0.010418563,0.0108845,0.061955,-0.053589,0.025530433,0.0177252,0.0180425,0.04558,-0.0083476,0.011643871,-0.050956734,-0.0535625,-0.011964,-0.082053,0.015867204,0.175171308,0.14873,1.3522,-0.82623,0.449002798,2.64055,2.6059,4.0124,1.1577,0.671358457,-9.465019531,-9.49785,-8.0323,-10.58,0.496205513,0.06183747,0.061585231,0.096562636,0.022781357,0.015108311,9.862956508,9.891927303,10.75968241,8.586380524,0.452769486,0.998655322,0.998657933,0.998702238,0.998603625,2.87E-05
-0.925908906,-0.9259,-0.92559,-0.92619,0.000136418,0.347656641,0.3477,0.34829,0.3467,0.000354224,0.046576016,0.0467135,0.04738,0.045308,0.000557965,-0.140201641,-0.14007,-0.13891,-0.14168,0.000755008,0.009183338,-0.00647975,0.43876,-0.3647,0.128806478,-0.000121934,0.001568345,0.1189,-0.22074,0.062578639,-0.008129611,-0.00437345,0.16164,-0.1969,0.059617155,0.447048051,0.439425,6.5226,-3.9127,1.941334605,2.598527586,2.08075,10.475,-3.147,2.765357147,-9.313302891,-9.3934,1.05,-21.873,2.987692101,0.134014322,0.120833891,0.511159675,0.043029049,0.078177804,10.35584262,10.21247144,22.25130037,2.663896742,2.584936075,0.99012232,0.990138716,0.990307483,0.989912203,0.000106755
0.012040695,0.0109825,0.018242,0.0091588,0.002930575,-0.988922187,-0.98893,-0.98888,-0.98894,1.83E-05,-0.147601719,-0.14762,-0.14717,-0.14787,0.000211255,0.009644085,0.0095836,0.010904,0.0086403,0.000715251,-0.005301387,-0.0035286,0.026041,-0.042677,0.015145001,-0.019520324,-0.023456,0.018512,-0.054511,0.018395013,0.054967563,0.068031,0.11066,-0.021209,0.04022096,-0.015767859,-0.087212,1.3563,-1.0639,0.514182031,2.465623437,2.4681,2.7822,1.7772,0.169284372,-9.513328906,-9.50295,-8.6465,-10.319,0.401444461,0.066805398,0.072137744,0.11377815,0.006360227,0.033837313,9.843579489,9.838372652,10.62221644,9.059622539,0.372357464,0.999953451,0.999953464,0.99996708,0.999937204,7.52E-06
0.789136797,0.7899,0.82463,0.75101,0.021568285,-0.594257578,-0.59415,-0.54483,-0.64267,0.028635875,-0.083210094,-0.083315,-0.07628,-0.091066,0.004359364,0.126072109,0.126895,0.1318,0.12114,0.003011111,-0.00755851,-0.0112925,0.20828,-0.20475,0.08391365,-0.225972828,-0.225055,-0.054258,-0.37298,0.064916358,0.739494219,0.74005,0.83011,0.65255,0.035946455,0.554169983,0.456945,4.1426,-3.0753,1.702721603,3.381636359,3.265,8.3485,-0.4943,1.927858738,-9.224055469,-9.2,-3.4786,-14.259,2.137468789,0.780180117,0.785975727,0.878619232,0.681631066,0.041892692,10.20944631,10.17923173,14.57030238,5.037463877,1.928554931,0.992016505,0.991916249,0.992639796,0.991278017,0.000382687
